TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,Cluster,Cluster_Label
68.1,0,1,25,0,20.0,3,47.0,1.0,1382.8,232,1,High_Value_Premium
65.26,2004,1,34,1,26.0,3,72.0,1.0,7380.63,270,0,Low_Risk_Regular
191.62,1190,1,17,1,63.0,0,51.0,1.0,1981.67,41,1,High_Value_Premium
212.88,792,1,14,2,39.0,0,122.0,1.0,7036.72,312,0,Low_Risk_Regular
88.38,98,1,41,0,30.0,1,138.0,1.0,3707.82,111,1,High_Value_Premium
390.09,1617,1,12,2,26.0,1,49.0,1.0,2617.23,231,1,High_Value_Premium
48.29,1553,1,36,2,37.0,1,242.0,1.0,8883.4,93,0,Low_Risk_Regular
333.83,1205,1,14,0,63.0,2,135.0,1.0,1660.66,283,1,High_Value_Premium
1074.29,30,1,32,1,67.0,2,79.0,1.0,2011.6,289,1,High_Value_Premium
100.27,1093,1,24,2,79.0,2,51.0,1.0,4309.9,254,0,Low_Risk_Regular
44.54,1659,1,35,0,31.0,1,164.0,1.0,362.4,96,1,High_Value_Premium
82.17,2046,1,13,1,28.0,3,21.0,1.0,1913.06,194,1,High_Value_Premium
1045.45,1747,1,3,2,19.0,3,150.0,1.0,563.46,335,1,High_Value_Premium
447.42,2040,1,5,2,32.0,1,65.0,1.0,6133.22,112,0,Low_Risk_Regular
590.26,969,0,2,1,25.0,3,48.0,1.0,1068.28,139,1,High_Value_Premium
192.73,1666,1,25,1,71.0,2,157.0,1.0,2037.75,315,1,High_Value_Premium
136.05,124,1,1,2,24.0,3,63.0,3.0,1127.54,336,1,High_Value_Premium
11.57,2059,0,27,1,56.0,2,64.0,1.0,2061.61,272,1,High_Value_Premium
7.82,59,1,4,0,36.0,1,273.0,1.0,2240.49,192,1,High_Value_Premium
79.43,1163,1,9,0,74.0,2,72.0,1.0,6579.37,74,0,Low_Risk_Regular
386.97,175,1,33,1,58.0,2,137.0,1.0,1876.35,1,1,High_Value_Premium
51.22,1040,1,14,1,23.0,3,82.0,1.0,1664.59,224,1,High_Value_Premium
256.05,898,1,26,0,54.0,2,35.0,1.0,6910.18,322,0,Low_Risk_Regular
7.79,967,1,20,1,34.0,0,298.0,1.0,1319.85,172,1,High_Value_Premium
233.71,1597,1,21,1,63.0,0,11.0,1.0,6095.5,145,0,Low_Risk_Regular
176.37,85,1,4,1,55.0,2,126.0,1.0,2420.86,46,1,High_Value_Premium
86.41,514,1,14,0,75.0,2,125.0,1.0,3128.71,301,1,High_Value_Premium
21.57,1731,1,37,0,54.0,2,71.0,1.0,7587.48,186,0,Low_Risk_Regular
82.67,1346,1,25,1,26.0,3,46.0,1.0,290.59,48,1,High_Value_Premium
543.47,1292,1,20,0,18.0,3,122.0,1.0,6165.03,318,0,Low_Risk_Regular
346.76,2116,0,38,1,21.0,3,116.0,1.0,1637.75,212,1,High_Value_Premium
47.48,292,1,12,1,24.0,3,66.0,1.0,585.52,147,1,High_Value_Premium
64.92,793,1,1,1,58.0,1,236.0,1.0,5481.76,286,0,Low_Risk_Regular
350.72,1216,0,14,0,28.0,3,48.0,1.0,1982.9,53,1,High_Value_Premium
3.8,1211,1,5,2,65.0,0,174.0,1.0,5766.96,354,0,Low_Risk_Regular
22.54,1377,1,12,2,26.0,1,42.0,1.0,7139.11,251,0,Low_Risk_Regular
167.47,1955,1,34,0,35.0,1,103.0,1.0,2293.13,340,1,High_Value_Premium
43.65,1744,0,5,1,30.0,1,212.0,1.0,2870.67,331,1,High_Value_Premium
390.77,1743,1,32,2,44.0,0,34.0,1.0,5500.56,163,0,Low_Risk_Regular
508.16,521,1,23,0,39.0,1,131.0,1.0,5609.44,211,0,Low_Risk_Regular
332.33,986,1,18,0,27.0,3,101.0,1.0,192.63,303,1,High_Value_Premium
362.09,352,1,27,1,32.0,1,31.0,1.0,6590.28,75,0,Low_Risk_Regular
42.58,196,1,38,2,30.0,0,80.0,1.0,13485.0,240,2,Medium_Risk_Standard
248.66,189,1,6,2,28.0,1,113.0,1.0,2571.39,306,1,High_Value_Premium
461.25,1369,0,34,2,54.0,0,171.0,1.0,676.1,168,1,High_Value_Premium
61.77,1573,1,5,1,56.0,0,49.0,1.0,12352.2,311,2,Medium_Risk_Standard
268.92,1287,1,6,1,29.0,1,148.0,1.0,8765.38,13,0,Low_Risk_Regular
219.02,2128,0,36,2,54.0,1,68.0,1.0,7375.73,170,0,Low_Risk_Regular
125.14,1367,1,3,1,20.0,3,31.0,1.0,1845.18,258,1,High_Value_Premium
47.6,327,1,2,2,53.0,1,115.0,1.0,1382.51,117,1,High_Value_Premium
592.82,1481,1,22,2,74.0,2,248.0,1.0,7508.98,350,0,Low_Risk_Regular
372.5,1675,1,26,0,22.0,3,211.0,1.0,3901.82,243,1,High_Value_Premium
4.72,609,1,13,1,32.0,1,20.0,1.0,4792.01,185,0,Low_Risk_Regular
144.93,769,1,14,1,42.0,1,74.0,1.0,6887.52,175,0,Low_Risk_Regular
316.56,1380,1,10,2,28.0,1,261.0,1.0,8643.51,214,0,Low_Risk_Regular
421.25,27,1,13,2,25.0,3,66.0,1.0,7174.69,83,0,Low_Risk_Regular
185.71,1235,1,41,1,48.0,1,194.0,1.0,2679.91,198,1,High_Value_Premium
1432.02,1447,1,21,1,60.0,2,138.0,1.0,4315.07,193,0,Low_Risk_Regular
26.27,467,0,32,2,45.0,1,177.0,1.0,8853.93,238,0,Low_Risk_Regular
297.03,1444,1,2,2,61.0,2,151.0,1.0,1088.62,227,1,High_Value_Premium
341.67,400,1,29,1,53.0,2,96.0,5.0,1442.29,160,1,High_Value_Premium
99.52,585,1,36,0,52.0,1,127.0,1.0,3798.09,316,1,High_Value_Premium
139.69,957,1,16,2,52.0,1,180.0,1.0,9567.94,93,2,Medium_Risk_Standard
112.72,503,1,42,1,31.0,0,17.0,1.0,9630.0,355,2,Medium_Risk_Standard
568.88,228,1,26,1,19.0,3,105.0,1.0,1307.86,131,1,High_Value_Premium
189.03,637,1,28,0,28.0,3,50.0,1.0,1916.46,164,1,High_Value_Premium
189.08,434,1,24,1,68.0,0,238.0,1.0,10790.8,145,2,Medium_Risk_Standard
958.9,1062,1,22,1,31.0,1,135.0,1.0,9977.49,33,2,Medium_Risk_Standard
283.15,1272,1,3,2,24.0,3,180.0,1.0,603.79,292,1,High_Value_Premium
151.82,1119,1,6,0,51.0,2,105.0,1.0,2197.12,330,1,High_Value_Premium
438.59,1753,1,38,2,37.0,1,103.0,1.0,8994.39,189,0,Low_Risk_Regular
501.15,1326,1,31,1,47.0,1,208.0,1.0,8821.84,309,0,Low_Risk_Regular
917.81,1387,1,18,0,64.0,2,75.0,2.0,3173.17,203,1,High_Value_Premium
8.95,1600,1,28,2,76.0,2,102.0,1.0,3299.84,202,1,High_Value_Premium
173.6,1930,1,2,2,21.0,3,160.0,1.0,421.44,192,1,High_Value_Premium
149.4,693,1,6,0,53.0,2,123.0,1.0,1035.22,233,1,High_Value_Premium
388.21,2052,0,8,1,53.0,0,237.0,1.0,9724.49,114,2,Medium_Risk_Standard
484.3,1682,0,4,2,61.0,2,230.0,3.0,7910.3,284,0,Low_Risk_Regular
126.04,975,0,5,1,65.0,2,167.0,1.0,6041.69,103,0,Low_Risk_Regular
52.04,1183,0,7,1,50.0,0,31.0,1.0,8436.12,75,0,Low_Risk_Regular
389.7,425,0,2,1,62.0,0,216.0,1.0,7125.15,258,0,Low_Risk_Regular
309.77,719,0,35,2,67.0,2,137.0,1.0,4378.14,1,0,Low_Risk_Regular
202.55,1837,1,9,0,21.0,3,34.0,2.0,701.73,169,1,High_Value_Premium
724.18,192,1,13,1,41.0,0,134.0,1.0,10922.78,118,2,Medium_Risk_Standard
124.98,307,1,42,0,24.0,3,78.0,1.0,642.0,124,1,High_Value_Premium
487.32,1700,1,18,1,52.0,0,164.0,1.0,7707.96,180,0,Low_Risk_Regular
635.91,1933,0,17,1,46.0,0,78.0,1.0,13267.09,259,2,Medium_Risk_Standard
205.65,1108,1,15,1,62.0,2,144.0,1.0,3582.16,184,1,High_Value_Premium
39.41,1909,1,21,1,25.0,3,132.0,1.0,921.91,278,1,High_Value_Premium
254.0,762,1,26,1,35.0,0,63.0,1.0,5788.53,104,0,Low_Risk_Regular
436.8,1845,1,15,1,36.0,1,213.0,1.0,4515.43,36,0,Low_Risk_Regular
224.73,222,1,24,1,76.0,2,63.0,1.0,7551.89,136,0,Low_Risk_Regular
752.69,850,0,9,0,65.0,0,115.0,1.0,14489.69,171,2,Medium_Risk_Standard
78.5,256,0,38,1,31.0,0,41.0,1.0,13991.5,330,2,Medium_Risk_Standard
50.0,335,0,17,0,53.0,0,87.0,1.0,185.87,298,1,High_Value_Premium
132.42,1154,1,10,0,18.0,3,164.0,1.0,726.39,334,1,High_Value_Premium
83.16,1304,1,20,0,61.0,2,177.0,1.0,3065.87,143,1,High_Value_Premium
149.02,1397,0,13,1,46.0,1,176.0,1.0,9379.72,17,2,Medium_Risk_Standard
74.27,1109,0,22,2,59.0,0,148.0,1.0,13696.61,296,2,Medium_Risk_Standard
876.57,1450,0,32,0,62.0,2,118.0,1.0,3743.63,31,1,High_Value_Premium
615.58,1543,1,17,0,42.0,0,133.0,1.0,14343.0,271,2,Medium_Risk_Standard
643.03,1212,0,17,2,36.0,1,52.0,1.0,2882.16,119,1,High_Value_Premium
7.95,49,1,31,0,79.0,2,65.0,1.0,5631.2,223,0,Low_Risk_Regular
270.92,643,0,21,1,77.0,2,143.0,1.0,4574.43,28,0,Low_Risk_Regular
499.48,102,1,5,0,24.0,3,133.0,1.0,1242.62,141,1,High_Value_Premium
841.5,797,0,1,1,25.0,3,287.0,1.0,352.31,164,1,High_Value_Premium
138.82,1655,1,13,2,77.0,2,53.0,1.0,3100.22,324,1,High_Value_Premium
231.46,910,0,24,1,60.0,1,83.0,1.0,4707.24,128,0,Low_Risk_Regular
292.08,2121,1,8,0,72.0,2,32.0,1.0,7950.48,191,0,Low_Risk_Regular
63.98,1742,1,3,2,54.0,0,258.0,1.0,7954.12,30,0,Low_Risk_Regular
235.21,1663,1,4,1,67.0,0,74.0,1.0,5946.61,275,0,Low_Risk_Regular
201.73,1426,1,3,2,57.0,1,78.0,1.0,6650.71,343,0,Low_Risk_Regular
161.31,1452,1,26,0,28.0,3,13.0,1.0,1268.67,151,1,High_Value_Premium
18.41,1952,1,1,1,53.0,0,168.0,1.0,8287.54,306,0,Low_Risk_Regular
471.75,895,0,38,1,34.0,0,41.0,1.0,12948.5,270,2,Medium_Risk_Standard
290.02,1552,1,25,1,55.0,1,246.0,1.0,4746.71,93,0,Low_Risk_Regular
48.05,780,1,27,1,27.0,1,38.0,1.0,5334.97,164,0,Low_Risk_Regular
359.42,840,1,3,1,55.0,0,30.0,1.0,1765.45,19,1,High_Value_Premium
32.91,702,1,13,2,19.0,3,255.0,1.0,427.3,21,1,High_Value_Premium
31.81,566,1,13,2,51.0,2,149.0,1.0,1406.6,25,1,High_Value_Premium
220.2,1453,1,4,2,28.0,3,102.0,1.0,1075.15,294,1,High_Value_Premium
476.03,1394,0,15,1,77.0,2,99.0,1.0,5958.34,165,0,Low_Risk_Regular
141.91,114,1,24,1,23.0,3,49.0,1.0,791.97,199,1,High_Value_Premium
95.83,1948,1,42,2,27.0,3,91.0,1.0,1726.4,120,1,High_Value_Premium
51.15,377,0,20,1,46.0,1,199.0,1.0,8992.25,270,0,Low_Risk_Regular
50.75,1300,1,4,0,62.0,0,185.0,1.0,8271.47,78,0,Low_Risk_Regular
185.07,2055,1,7,1,22.0,3,159.0,1.0,636.42,76,1,High_Value_Premium
293.54,90,1,34,2,40.0,1,45.0,1.0,2290.1,121,1,High_Value_Premium
285.26,1764,1,1,0,28.0,3,93.0,1.0,167.72,291,1,High_Value_Premium
743.03,1184,1,27,0,50.0,1,174.0,1.0,4111.38,176,0,Low_Risk_Regular
297.86,203,0,25,0,28.0,3,96.0,1.0,1680.14,316,1,High_Value_Premium
231.92,1095,1,16,0,66.0,0,12.0,1.0,5715.08,303,0,Low_Risk_Regular
295.82,2028,0,6,1,47.0,1,46.0,1.0,5897.73,84,0,Low_Risk_Regular
81.08,1508,1,29,0,58.0,1,56.0,1.0,7788.91,54,0,Low_Risk_Regular
775.6,1325,0,23,1,79.0,2,158.0,1.0,3898.64,109,1,High_Value_Premium
211.91,1496,1,16,2,20.0,3,181.0,1.0,927.47,143,1,High_Value_Premium
17.21,2090,1,29,2,23.0,3,219.0,1.0,914.16,36,1,High_Value_Premium
38.37,1392,1,35,0,63.0,0,135.0,1.0,8647.04,221,0,Low_Risk_Regular
269.79,1592,1,38,0,52.0,1,17.0,1.0,1292.1,96,1,High_Value_Premium
605.42,942,1,23,0,21.0,3,33.0,1.0,392.34,197,1,High_Value_Premium
29.19,144,0,26,1,58.0,0,41.0,1.0,12059.85,310,2,Medium_Risk_Standard
701.7,1046,0,39,2,61.0,2,64.0,1.0,6643.24,206,0,Low_Risk_Regular
862.34,829,1,18,1,57.0,0,72.0,1.0,9903.48,341,2,Medium_Risk_Standard
36.97,1336,1,41,1,41.0,1,79.0,1.0,2850.92,85,1,High_Value_Premium
137.59,15,1,26,0,30.0,0,95.0,1.0,10679.67,306,2,Medium_Risk_Standard
168.11,785,0,27,2,51.0,0,12.0,1.0,10652.13,36,2,Medium_Risk_Standard
430.98,1634,1,3,1,24.0,3,93.0,1.0,569.25,276,1,High_Value_Premium
13.87,2018,1,31,1,24.0,3,20.0,1.0,954.83,84,1,High_Value_Premium
175.07,1890,1,19,2,28.0,1,169.0,2.0,9274.64,343,2,Medium_Risk_Standard
302.82,1779,1,17,0,36.0,1,175.0,1.0,9384.54,68,2,Medium_Risk_Standard
406.81,1980,1,27,2,66.0,2,84.0,1.0,1968.36,143,1,High_Value_Premium
256.3,559,1,27,2,53.0,2,172.0,1.0,4203.05,0,0,Low_Risk_Regular
80.96,1567,0,17,2,19.0,3,97.0,1.0,959.94,2,1,High_Value_Premium
95.78,495,1,1,2,22.0,3,27.0,1.0,271.64,173,1,High_Value_Premium
379.54,19,0,16,1,41.0,0,118.0,1.0,12571.76,0,2,Medium_Risk_Standard
903.19,1073,1,12,2,22.0,3,65.0,1.0,8627.08,14,0,Low_Risk_Regular
142.19,958,1,15,1,18.0,3,27.0,4.0,524.46,201,1,High_Value_Premium
847.45,972,1,17,1,28.0,3,175.0,1.0,422.32,187,1,High_Value_Premium
295.18,734,0,9,1,66.0,0,31.0,1.0,12961.53,90,2,Medium_Risk_Standard
18.46,1862,1,5,1,68.0,2,213.0,1.0,6381.6,234,0,Low_Risk_Regular
603.23,1343,1,11,1,28.0,3,48.0,1.0,117.98,115,1,High_Value_Premium
54.5,1885,0,30,1,57.0,2,147.0,1.0,1715.22,124,1,High_Value_Premium
414.77,2133,1,37,2,29.0,0,274.0,1.0,5599.81,102,0,Low_Risk_Regular
886.19,1323,1,7,1,61.0,2,69.0,1.0,7904.24,126,0,Low_Risk_Regular
440.03,1935,1,38,2,49.0,1,88.0,1.0,1490.44,236,1,High_Value_Premium
76.39,79,1,10,1,18.0,3,219.0,1.0,5976.0,226,0,Low_Risk_Regular
595.91,1270,0,35,0,19.0,3,162.0,1.0,1673.76,238,1,High_Value_Premium
6.03,1259,1,6,1,76.0,2,70.0,1.0,3290.72,184,1,High_Value_Premium
249.34,1301,1,5,0,26.0,1,197.0,1.0,3030.97,94,1,High_Value_Premium
421.52,1302,1,38,1,20.0,3,67.0,1.0,369.86,238,1,High_Value_Premium
189.77,343,1,33,1,58.0,1,24.0,1.0,6570.36,304,0,Low_Risk_Regular
73.19,1684,1,1,1,76.0,2,213.0,1.0,2264.98,243,1,High_Value_Premium
188.13,875,0,17,2,75.0,2,198.0,1.0,5029.87,225,0,Low_Risk_Regular
30.52,788,1,17,1,62.0,0,122.0,1.0,12327.74,55,2,Medium_Risk_Standard
1235.69,826,0,38,1,20.0,3,118.0,1.0,420.25,179,1,High_Value_Premium
1159.39,1640,1,28,2,41.0,0,150.0,1.0,6499.53,4,0,Low_Risk_Regular
170.24,882,1,37,1,62.0,2,133.0,1.0,5172.99,101,0,Low_Risk_Regular
56.62,360,1,2,1,54.0,0,121.0,1.0,8981.1,142,0,Low_Risk_Regular
53.14,644,1,19,0,34.0,0,70.0,1.0,7915.0,52,0,Low_Risk_Regular
587.23,1207,1,29,2,27.0,3,144.0,1.0,500.84,178,1,High_Value_Premium
21.27,1158,0,16,2,62.0,2,114.0,1.0,7392.79,211,0,Low_Risk_Regular
1397.59,1826,0,2,0,26.0,3,144.0,1.0,1134.79,15,1,High_Value_Premium
76.02,1106,0,0,2,34.0,0,189.0,1.0,14765.41,327,2,Medium_Risk_Standard
135.15,476,1,7,2,72.0,2,50.0,1.0,5878.14,253,0,Low_Risk_Regular
39.48,833,1,29,0,56.0,2,38.0,1.0,5889.51,326,0,Low_Risk_Regular
451.68,629,1,15,2,33.0,1,15.0,1.0,4381.54,208,0,Low_Risk_Regular
355.0,1378,0,13,2,26.0,3,33.0,1.0,185.47,251,1,High_Value_Premium
427.69,519,1,33,0,43.0,1,236.0,1.0,2443.54,329,1,High_Value_Premium
254.86,148,1,4,1,23.0,3,102.0,1.0,699.9,315,1,High_Value_Premium
190.17,923,1,3,0,49.0,0,265.0,1.0,12893.85,145,2,Medium_Risk_Standard
206.63,1990,0,28,2,59.0,2,128.0,1.0,7626.53,258,0,Low_Risk_Regular
93.22,572,1,5,2,52.0,2,52.0,1.0,1014.63,198,1,High_Value_Premium
641.06,2009,1,7,0,23.0,3,25.0,1.0,1602.13,58,1,High_Value_Premium
314.55,665,0,9,1,27.0,3,19.0,2.0,1105.89,53,1,High_Value_Premium
836.45,338,1,41,2,61.0,2,63.0,1.0,1731.89,348,1,High_Value_Premium
1095.09,619,1,37,0,29.0,1,52.0,1.0,8692.47,333,0,Low_Risk_Regular
189.45,487,0,4,1,53.0,0,62.0,1.0,12578.75,188,2,Medium_Risk_Standard
91.84,1069,0,23,1,67.0,2,80.0,1.0,1712.41,129,1,High_Value_Premium
609.52,1188,1,42,0,78.0,2,169.0,1.0,3485.03,116,1,High_Value_Premium
859.3,1214,0,7,1,78.0,2,68.0,1.0,1146.78,33,1,High_Value_Premium
100.01,1039,1,30,0,50.0,0,63.0,1.0,6393.12,184,0,Low_Risk_Regular
28.78,1234,0,40,2,40.0,0,51.0,1.0,680.55,315,1,High_Value_Premium
111.08,764,1,6,2,70.0,0,83.0,1.0,7037.34,275,0,Low_Risk_Regular
470.96,422,0,16,2,69.0,0,124.0,2.0,12991.03,286,2,Medium_Risk_Standard
52.23,1463,0,37,1,28.0,3,96.0,1.0,105.01,108,1,High_Value_Premium
78.62,1200,1,28,1,32.0,0,52.0,1.0,1360.85,109,1,High_Value_Premium
333.97,490,1,14,1,52.0,0,45.0,1.0,5237.36,324,0,Low_Risk_Regular
30.87,1103,1,14,0,33.0,0,295.0,1.0,14348.65,259,2,Medium_Risk_Standard
710.43,414,1,36,2,67.0,2,115.0,1.0,5625.55,139,0,Low_Risk_Regular
220.23,1503,1,25,0,41.0,1,48.0,1.0,3438.02,10,1,High_Value_Premium
27.28,2082,1,1,0,29.0,0,96.0,1.0,10668.24,199,2,Medium_Risk_Standard
101.52,1256,1,40,0,49.0,1,98.0,1.0,2018.9,135,1,High_Value_Premium
162.65,746,1,27,0,59.0,1,147.0,1.0,9500.95,296,2,Medium_Risk_Standard
10.52,1136,1,18,0,55.0,2,30.0,1.0,2472.99,282,1,High_Value_Premium
270.72,512,1,20,1,38.0,0,37.0,1.0,6522.47,346,0,Low_Risk_Regular
247.58,849,1,35,0,39.0,1,152.0,1.0,778.74,55,1,High_Value_Premium
359.65,74,0,17,2,25.0,3,289.0,1.0,219.53,161,1,High_Value_Premium
109.91,677,1,39,1,38.0,0,90.0,1.0,12896.06,273,2,Medium_Risk_Standard
215.72,1636,0,8,1,30.0,1,137.0,1.0,8697.11,330,0,Low_Risk_Regular
224.28,267,1,6,2,64.0,2,68.0,1.0,5767.51,268,0,Low_Risk_Regular
608.79,1781,1,13,2,55.0,1,157.0,1.0,2991.17,354,1,High_Value_Premium
840.16,473,0,7,1,20.0,3,68.0,1.0,1236.76,348,1,High_Value_Premium
203.34,2062,1,31,0,60.0,0,66.0,1.0,13586.99,200,2,Medium_Risk_Standard
90.88,1871,1,7,0,26.0,1,284.0,1.0,7117.35,266,0,Low_Risk_Regular
60.11,1922,0,0,1,61.0,2,122.0,1.0,7235.87,106,0,Low_Risk_Regular
393.92,771,1,22,1,72.0,2,47.0,1.0,7318.64,343,0,Low_Risk_Regular
19.39,1852,1,7,0,43.0,0,45.0,1.0,9847.6,300,2,Medium_Risk_Standard
557.41,605,0,42,2,80.0,2,49.0,1.0,2968.75,211,1,High_Value_Premium
57.07,1345,0,4,2,31.0,0,99.0,1.0,9323.71,311,2,Medium_Risk_Standard
395.27,1239,0,24,2,18.0,3,167.0,1.0,1764.08,118,1,High_Value_Premium
289.05,924,1,27,0,75.0,2,116.0,1.0,5683.49,334,0,Low_Risk_Regular
46.11,509,1,37,2,33.0,0,233.0,1.0,5225.73,260,0,Low_Risk_Regular
335.5,1283,1,34,0,63.0,2,47.0,1.0,6445.4,359,0,Low_Risk_Regular
388.07,1425,1,39,2,24.0,3,68.0,1.0,289.71,253,1,High_Value_Premium
520.86,472,0,34,2,51.0,1,66.0,1.0,9200.74,144,2,Medium_Risk_Standard
787.41,971,1,22,2,25.0,3,39.0,1.0,300.87,21,1,High_Value_Premium
31.7,867,0,33,0,48.0,0,121.0,1.0,743.9,99,1,High_Value_Premium
22.3,680,1,30,0,21.0,3,90.0,1.0,1200.35,354,1,High_Value_Premium
203.12,108,1,38,0,56.0,2,181.0,1.0,1562.39,172,1,High_Value_Premium
315.94,355,0,33,1,49.0,0,172.0,1.0,7719.71,345,0,Low_Risk_Regular
192.23,2110,1,0,2,54.0,1,39.0,3.0,2610.67,18,1,High_Value_Premium
1510.71,956,1,28,2,66.0,2,51.0,1.0,2060.02,168,1,High_Value_Premium
0.26,1887,1,28,2,20.0,3,173.0,1.0,1833.67,82,1,High_Value_Premium
210.77,861,1,23,0,71.0,2,161.0,1.0,5396.65,297,0,Low_Risk_Regular
406.65,1807,1,23,0,57.0,0,107.0,1.0,12995.7,277,2,Medium_Risk_Standard
422.9,344,1,40,0,40.0,1,111.0,1.0,7616.43,268,0,Low_Risk_Regular
20.62,995,0,30,0,35.0,0,225.0,1.0,12500.8,146,2,Medium_Risk_Standard
174.39,41,1,37,0,19.0,3,36.0,1.0,1127.08,277,1,High_Value_Premium
54.85,1420,0,37,1,58.0,2,40.0,1.0,2727.45,193,1,High_Value_Premium
204.7,1526,1,28,1,49.0,0,95.0,5.0,5117.03,243,0,Low_Risk_Regular
16.55,1457,1,40,1,26.0,1,159.0,1.0,6089.79,108,0,Low_Risk_Regular
91.32,1815,1,25,1,58.0,1,77.0,1.0,2618.1,119,1,High_Value_Premium
49.62,1991,1,32,0,55.0,1,111.0,1.0,3841.42,60,1,High_Value_Premium
487.16,1,0,20,1,28.0,3,84.0,1.0,321.21,358,1,High_Value_Premium
405.6,1253,1,40,2,37.0,1,44.0,1.0,9754.73,181,2,Medium_Risk_Standard
512.95,1669,1,8,1,57.0,1,143.0,1.0,9584.52,222,2,Medium_Risk_Standard
345.94,1622,1,32,0,31.0,0,163.0,1.0,7624.56,316,0,Low_Risk_Regular
356.56,1621,1,27,2,47.0,1,52.0,1.0,2485.73,333,1,High_Value_Premium
10.31,76,1,21,2,36.0,1,280.0,1.0,2137.9,290,1,High_Value_Premium
211.69,1701,1,1,1,30.0,0,111.0,1.0,6412.85,87,0,Low_Risk_Regular
221.49,1474,0,28,1,23.0,3,196.0,1.0,707.25,326,1,High_Value_Premium
116.88,1604,1,22,0,45.0,0,263.0,1.0,7717.34,219,0,Low_Risk_Regular
328.77,551,0,36,2,39.0,0,247.0,1.0,6967.03,214,0,Low_Risk_Regular
77.53,1170,1,21,1,54.0,2,55.0,1.0,5158.6,49,0,Low_Risk_Regular
421.74,987,1,38,2,67.0,0,103.0,1.0,12031.14,235,2,Medium_Risk_Standard
313.69,424,1,28,1,73.0,2,152.0,1.0,7093.68,240,0,Low_Risk_Regular
411.72,989,1,42,1,29.0,0,153.0,1.0,8539.86,319,0,Low_Risk_Regular
508.73,1114,1,6,1,59.0,2,89.0,1.0,7640.57,164,0,Low_Risk_Regular
153.08,1916,1,29,0,24.0,3,201.0,1.0,1292.21,186,1,High_Value_Premium
23.01,925,1,19,1,63.0,2,166.0,1.0,5958.75,171,0,Low_Risk_Regular
69.28,1745,1,20,2,25.0,3,129.0,1.0,708.74,277,1,High_Value_Premium
51.25,1375,0,2,1,28.0,3,66.0,1.0,1744.4,328,1,High_Value_Premium
407.65,1245,1,10,0,25.0,3,263.0,1.0,273.78,134,1,High_Value_Premium
459.25,821,1,40,1,25.0,3,59.0,1.0,130.76,323,1,High_Value_Premium
301.56,226,1,39,1,49.0,0,118.0,1.0,10389.6,240,2,Medium_Risk_Standard
17.67,1034,1,36,2,63.0,0,91.0,1.0,1048.18,271,1,High_Value_Premium
5.29,448,0,37,2,32.0,0,132.0,1.0,12896.68,280,2,Medium_Risk_Standard
401.37,1490,1,20,1,43.0,1,251.0,1.0,8208.54,317,0,Low_Risk_Regular
145.4,1074,1,40,2,38.0,1,24.0,1.0,5244.49,209,0,Low_Risk_Regular
34.31,672,1,30,0,24.0,3,251.0,1.0,1484.76,302,1,High_Value_Premium
780.59,1038,0,40,2,23.0,3,145.0,1.0,6513.34,38,0,Low_Risk_Regular
282.65,415,1,13,0,35.0,0,161.0,1.0,13801.15,148,2,Medium_Risk_Standard
305.27,1563,1,19,2,68.0,0,147.0,1.0,12958.65,188,2,Medium_Risk_Standard
185.81,1513,1,2,2,32.0,0,116.0,1.0,9588.71,232,2,Medium_Risk_Standard
447.95,67,1,40,1,29.0,1,75.0,1.0,7544.4,177,0,Low_Risk_Regular
279.3,1004,1,28,0,19.0,3,48.0,1.0,1193.61,57,1,High_Value_Premium
611.15,1277,1,11,0,27.0,3,121.0,1.0,892.83,180,1,High_Value_Premium
275.2,1342,1,27,2,54.0,1,81.0,1.0,1230.12,207,1,High_Value_Premium
427.79,309,1,38,1,18.0,3,189.0,1.0,1479.67,151,1,High_Value_Premium
102.81,1963,1,39,1,76.0,2,47.0,1.0,3228.87,104,1,High_Value_Premium
22.61,2068,1,39,2,19.0,3,145.0,1.0,1111.67,24,1,High_Value_Premium
68.28,915,1,4,2,56.0,1,293.0,1.0,3213.16,121,1,High_Value_Premium
33.65,1499,0,27,2,63.0,0,146.0,1.0,12719.93,61,2,Medium_Risk_Standard
362.68,94,0,24,0,63.0,2,137.0,1.0,2040.77,7,1,High_Value_Premium
73.23,1008,1,37,1,20.0,3,172.0,1.0,1309.85,358,1,High_Value_Premium
654.49,1866,0,2,2,25.0,3,104.0,1.0,164.61,136,1,High_Value_Premium
18.56,652,0,22,1,49.0,1,161.0,1.0,4230.37,77,0,Low_Risk_Regular
389.05,38,1,9,0,27.0,3,41.0,1.0,761.0,304,1,High_Value_Premium
66.91,170,1,39,0,39.0,0,85.0,1.0,871.1,236,1,High_Value_Premium
335.48,382,1,28,1,45.0,1,155.0,1.0,3023.16,22,1,High_Value_Premium
38.14,2112,1,0,2,19.0,3,174.0,1.0,1119.21,216,1,High_Value_Premium
1076.98,2064,1,11,1,60.0,0,173.0,1.0,11833.73,190,2,Medium_Risk_Standard
360.02,224,1,9,2,68.0,2,68.0,1.0,6400.59,150,0,Low_Risk_Regular
567.71,210,1,22,2,63.0,0,80.0,1.0,13884.24,256,2,Medium_Risk_Standard
218.19,820,1,2,0,19.0,3,185.0,1.0,620.83,244,1,High_Value_Premium
